set_number,set_title,term,meaning,mnemonic,part_of_speech,example,synonyms
13,Set 13,Byzantine,অতি জটিল / প্যাঁচানো,BYZANTINE,,The tax rules are so byzantine that few understand them.,
13,Set 13,Compromise,আপস / বিপন্ন করা,COM (কম) PROMISE,,Leaking the file could compromise the investigation.,"undermine, prejudice, jeopardize, endanger, imperil"
13,Set 13,Conciliatory,সমঝোতাপূর্ণ / মিটমাট,COuNCIL দরকারি,,She adopted a conciliatory tone to end the dispute.,"placatory, mollifying, reconciliatory, propitiative, placative, yielding"
13,Set 13,Countenance,মুখভঙ্গি / অনুমতি / সহ্য করা,COUNT TEN ANCE,,The teacher would not countenance any cheating.,"approbate, brook, endure, visage"
13,Set 13,Covert,সুপ্ত / গোপন,COVER iT,,The agency ran a covert operation abroad.,"furtive, clandestine, surreptitious"
13,Set 13,Credible,বিশ্বাসযোগ্য,CREDit aBLE,,The witness gave a credible account of the accident.,"plausible, assuasive, verisimilar, colourable, cogitable"
13,Set 13,Diffuse,বিস্তৃত / ছড়িয়ে পড়া,DIFFerent USE of DeFUSE,,"The lamp gave a soft, diffuse light.","dispersed, verbose, prolix, protracted, discursive, maundering, digressive, circumlocutory"
13,Set 13,Documentary,তথ্যচিত্র,DOCUMENT ary,,They filmed a documentary about coral reefs.,"chronicled, archive, charted, factual"
13,Set 13,Exhaustive,পরিপূর্ণ / সর্বাত্মক,EXHAUST fan,,The team did an exhaustive review of the data.,"encyclopedic, profound, umbrella, meticulous, painstaking"
13,Set 13,Exhilarating,উল্লাসজনক / উৎফুল্ল,EX HILlARy RATING,,The roller coaster ride was exhilarating.,"intoxicating, enlivening, animating, invigorating"
13,Set 13,Extraneous,অপ্রাসঙ্গিক / বহিরাগত,EXTRA NEwS,,Please remove any extraneous details from the summary.,"peripheral, tangential, adventitious, alien"
13,Set 13,Fervor,উচ্ছ্বাস / আবেগ,Final ER VOR (ভোর),,The fans cheered with patriotic fervor.,"ardour, zeal, vehemence, avidity, assiduity"
13,Set 13,Futile,নিরর্থক,ফুটা টাইলস,,It was futile to argue with such a stubborn man.,"vain, thwarted, abortive, sterile, nugatory"
13,Set 13,Illusory,ভ্রমাত্মক,ILLUSion তৈরি,,His hopes of a quick fortune proved illusory.,"delusory, sham, fallacious, bogus, erroneous, specious, chimerical"
13,Set 13,Invidious,ক্ষতিকর / পক্ষপাতমূলক,eNVy VIDeO,,The manager faced the invidious task of choosing who to fire.,"prejudicial, iniquitous, deleterious, detrimental, unenviable"
13,Set 13,Lethargic,অলস,লুথা alleRGIC,,The heat left everyone feeling lethargic.,"inert, torpid, languid, indolent, phlegmatic, apathetic, enervated, somnolent"
13,Set 13,Metaphorical,রূপকধর্মী,METAPHORIC ALl,,She used a metaphorical phrase to describe grief.,"allegorical, analogous, emblematic, imaginative, parabolic, figurative"
13,Set 13,Mimic,নকল করা,MIMIC,,The parrot can mimic human speech.,"imitate, caricature, satirize, lampoon, burlesque, travesty"
13,Set 13,Numinous,আধ্যাত্মিক / আত্মা ভর করা,NUMb eyes,,"The old cathedral had a numinous, sacred atmosphere.",
13,Set 13,Obscure,অস্পষ্ট / অনিশ্চিত,OBS CURE,,The reasons for his decision remain obscure.,"dubious, vague, indeterminate, concealed"
13,Set 13,Overt,প্রকাশ্য,Opposite of cOVERT,,There was no overt sign of trouble.,"unconcealed, apparent, conspicuous, visible, manifest, brazen"
13,Set 13,Pellucid,সহজবোধ্য / স্বচ্ছ,aPEL (আপেল) LUCID,,Her pellucid prose made the theory easy to grasp.,"translucent, transparent, crystalline, limpid"
13,Set 13,Perpetuate,চিরস্থায়ী করা / চলমান রাখা,PER PETUk ATE,,Such jokes only perpetuate harmful stereotypes.,"continue, immortalize, commemorate, eternalize"
13,Set 13,Rational,যুক্তিসঙ্গত,RATION (বরাদ্দ) al,,"We need a calm, rational discussion of the risks.","cogent, coherent, sagacious, astute, shrewd, prudent, circumspect, pragmatic"
13,Set 13,Scathing,নিষ্ঠুর / তীব্র,SCAry THING,,The critic wrote a scathing review of the film.,"withering, mordant, trenchant, virulent, vitriolic, scornful"
13,Set 13,Subtle,সূক্ষ্ম,The Subtle Art,,There was a subtle difference between the two shades.,"ingenious, adroit, elusive, abstruse"
13,Set 13,Superficial,অগভীর / ভাসাভাসা,SUPER FICtIonAL,,He has only a superficial understanding of the topic.,"cursory, perfunctory, sketchy, desultory, slapdash, slipshod, hasty, shallow"
14,Set 14,Acquiesce,মুখ বুঝে সহ্য করা / মেনে নেওয়া,ACcept QUIEtly ESCE (এসেছে),,She reluctantly acquiesced to their demands.,"tolerate, brook, consent"
14,Set 14,Adroit,দক্ষ / নিপুণ / কুশলী,Android এর মতন,,He gave an adroit answer that satisfied everyone.,"adept, dexterous, deft, astute, shrewd, canny, ingenious, savvy"
14,Set 14,Amend,সংশোধন করা,A (আমি) ME END,,Parliament voted to amend the old law.,"modify, adapt, revamp, remedy, ameliorate"
14,Set 14,Animus,শত্রুতা / বিদ্বেষ,ANIMal toward US / eNeMy to US,,There was clear animus between the two rivals.,"antipathy, hostility"
14,Set 14,Apologist,কৈফিয়তদানকারী / সমর্থনকারী,APOLOGy IST (পন্থী),,He became an apologist for the failed policy.,"advocate, proponent, exponent, champion, enthusiast"
14,Set 14,Astringent,রুঢ় / কঠোর / কষায়,A STRIcT aGENT,,The critic made some astringent remarks about the play.,"acerbic, austere, mordant, trenchant, sarcastic, sardonic, waspish, scathing, snarky"
14,Set 14,Collaborate,সহযোগিতা করা / একসাথে কাজ করা,CO (একসাথে) LABOR,,The two labs collaborated on the vaccine.,"merge, fraternize, conspire, collude, amalgamate, integrate"
14,Set 14,Competent,উপযুক্ত / দক্ষ,COMPETition ENT (শেষ),,She is a highly competent surgeon.,"proficient, adept, adroit, virtuoso"
14,Set 14,Correlate,পারস্পরিক সম্পর্কযুক্ত করা,CO (একসাথে) RELATE,,Rising temperatures correlate with melting ice.,"analogize, harmonize, dovetail, parallel"
14,Set 14,Deride,বিদ্রূপ করা,DE (না) RIDE,,Classmates derided his old-fashioned clothes.,"disdain, disparage, contemn, vilify, lampoon, satirize"
14,Set 14,Dictate,নির্দেশ / নির্দেশ দেওয়া,DICTatOr dictates,,The manager dictated the terms of the deal.,"edict, ordinance, dictum, exhortation, canon, axiom"
14,Set 14,Discreet,সুবিবেচনাপূর্ণ / বিচক্ষণ / সতর্ক,DI (The) SECRET,,Please be discreet about the merger for now.,"circumspect, wary, chary, guarded, tactful, prudent"
14,Set 14,Divorced,বিচ্ছিন্ন / তালাকপ্রাপ্ত,DIVORCED,,His theory is divorced from practical reality.,"separate, disunite, alienate, sunder, dissever"
14,Set 14,Elitist,অভিজাত,ELITe IST (Institute),,Critics called the club's rules elitist.,
14,Set 14,Exacting,খুঁতখুঁতে / নির্ভুলতা দাবি করে এমন,EXACT + ING,,The conductor was an exacting perfectionist.,"onerous, arduous, laborious, stringent, demanding"
14,Set 14,Flummoxed,বিহ্বল / হতবুদ্ধি,FLU muMMering OX,,The strange question left the panel flummoxed.,"obfuscated, baffled, bewildered, bamboozled, perplexed, bemused, flabbergasted"
14,Set 14,Fruitful,ফলপ্রসূ,FRUIT + FUL (ফুল),,The meeting proved fruitful for both sides.,"fecund, abundant, profuse, prolific, progenitive, fructuous, effectual"
14,Set 14,Inborn,জন্মগত / সহজাত,IN BORN,,She has an inborn talent for music.,"innate, congenital, ingrained, connate, connatural, intrinsic"
14,Set 14,Polymath,বহুবিদ্যাবিশারদ / যে অনেক জানে,পলিথিনে ইথিনের অংক পারে যে,,Leonardo da Vinci was a true polymath.,prodigy
14,Set 14,Reticent,কম কথা বলে যে,REserved like a saiNT,,He was reticent about his private life.,"introverted, inhibited, diffident, shrinking, taciturn"
14,Set 14,Stringent,কঠোর,STRIct aGENT,,The lab follows stringent safety rules.,"rigid, inflexible, draconian, extreme, strict"
14,Set 14,Subservient,আজ্ঞাবহ,SUB like a SeRVENT,,He resented being subservient to his younger boss.,"deferential, acquiescent, ductile, pliant, servile, downtrodden, snivelling, cowering, cringing"
14,Set 14,Surreptitious,গোপনীয়,SUR REP TITI US,,She took a surreptitious glance at the answer sheet.,"clandestine, furtive, covert"
14,Set 14,Tantalizing,পাওয়া যাবে না এমন কিছুর প্রলোভন,TAN TA LaZING,,The smell of fresh bread was tantalizing.,"enticing, titillating, intriguing, alluring, beguiling, fascinating"
14,Set 14,Tantamount,সমপরিমাণ / সমতুল্য,The ANT AMOUNT,,His silence was tantamount to an admission.,"as good as, more or less, on a par with"
14,Set 14,Torpor,আলস্য / অক্রিয়তা,TOR (তোর) POR (পর),,A heavy lunch left him in a state of torpor.,"lethargy, inertia, languor, indolence, apathy, lassitude, enervation"
14,Set 14,Trenchant,মর্মভেদী / তীক্ষ্ণ,digging a TRENCH like an ANT,,She offered a trenchant analysis of the budget.,"incisive, acute, stinging, mordant, pungent, scathing, acerbic, sarcastic, astringent"
14,Set 14,Umbrage,অপমানবোধ / ক্ষোভ,UMpire's RAGE,,He took umbrage at the careless remark.,"offence, resentment, pique"
14,Set 14,Versatile,বহুমুখী,VaRiouS STyLE,,The actor is remarkably versatile.,"adaptable, flexible, protean"
14,Set 14,Wayward,বিপথগামী / স্বেচ্ছাচারী,WAY WARD,,The school struggled to manage its wayward students.,"obstinate, obdurate, perverse, defiant, refractory, capricious, whimsical, fickle, erratic, intractable, fractious, contumacious"
15,Set 15,Alienate,বিচ্ছিন্ন করা,ALIEN দের সাথে বিচ্ছিন্নতা,,His rude comments alienated most of his friends.,"estrange, detach, divorce"
15,Set 15,Apathy,উদাসীনতা / অনীহা,A (না) PATHY (আগ্রহ),,Voter apathy led to a very low turnout.,"lethargy, languor, lassitude, torpor, phlegm"
15,Set 15,Apropos,উপযুক্ত / যথাযথ সময়ে,APpRopriate prePOSition,,Her remark was apropos of the current debate.,"pertinent, apposite, apt, germane, felicitous"
15,Set 15,Apt,যথাযথ,APpropriaTe,,That was an apt description of the situation.,"adept, proficient, competent, astute, felicitous, befitting, congruous, judicious, apropos"
15,Set 15,Cloak,চাদর / আলখেল্লা / আড়াল,CLOth of AK (আলখেল্লা),,He used charity work as a cloak for his real motives.,"veneer, mantle, shroud, pretext, smokescreen"
15,Set 15,Consensus,সর্বসম্মতি / সংহতি,common CONSENt,,The board reached a consensus after hours of talks.,"concord, concurrence, accord, unanimity, solidarity"
15,Set 15,Distort,বিকৃত করা,DIS TORT (ভচকানো),,The article distorted what the minister actually said.,"contort, wrench, buckle, malform, gnarl, falsify, skew"
15,Set 15,Divergent,ভিন্নমুখী,DIVERsion on road,,The two witnesses gave divergent accounts.,"disparate, contradictory"
15,Set 15,Elate,গর্বিত / উল্লসিত করা,E-LATE,,The news of her promotion elated the whole team.,"exhilarated, gleeful, animated, jubilant, exultant, ecstatic, euphoric, rapturous"
15,Set 15,Enchant,মন্ত্রমুগ্ধ করা,EN (একটা) CHANT (জপা),,The magician's tricks enchanted the children.,"enrapture, enthral, beguile, bewitch, ensnare, rivet, transfix"
15,Set 15,Entrenched,গেঁথে বসা,EN TRENCH (পরিখা),,Old habits become deeply entrenched over time.,"ensconced, ingrained, ineradicable, inveterate, immutable, inexorable"
15,Set 15,Exotic,অদ্ভুত / বিদেশাগত,EXOTIC,,The market sold exotic fruits from distant countries.,"tropical, alien, extravagant, astonishing, bizarre, peculiar"
15,Set 15,Exploitative,শোষণমূলক,EXPLOIT + ative,,Critics called the internship exploitative and unpaid.,
15,Set 15,Foreseeable,অনুমেয়,FORE (সামনে) SEE ABLE,,We have no plans to move in the foreseeable future.,
